afstemningid,sagstrinid,kommentar,afstemningstypeid,dato,sagstrintypeid,sagid,sagstypeid,sag_nummer,sag_titel,sag_titelkort,sag_resume
6794,194979,,1,2018-12-13 00:00:00,17,77263,3,L 6,Forslag til lov om ændring af dagtilbudsloven. (Bedre fordeling i daginstitutioner).,Om bedre fordeling i daginstitutioner. ,"Formålet med lovforslaget er at sikre, at børn fra udsatte boligområder kommer i dagtilbud, hvor der tales dansk, og hvor der er mulighed for at skabe gode miljøer med fokus på trivsel, læring, dannelse og udvikling. 

Med lovforslaget indføres der regler om, at der maksimalt må nyoptages 30 pct. børn fra udsatte boligområder i en daginstitution eller i en enhed i daginstitutionen på et kalenderår. Lovforslaget indebærer herudover bl.a., at hvis kommunalbestyrelsen anviser børn med bopæl uden for et udsat boligområde en plads i en daginstitution beliggende i et udsat boligområde, skal den samtidig tilbyde barnet en plads i et andet dagtilbud, som ikke ligger i et udsat boligområde. 

Lovforslaget udmønter aftalen af 28. maj 2018 mellem regeringen, Socialdemokratiet, Radikale Venstre og Socialistisk Folkeparti om bedre fordeling i daginstitutioner, som er en del af regeringens samlede indsats mod parallelsamfund.
"
6795,194966,,1,2018-12-13 00:00:00,17,77262,3,L 7,Forslag til lov om ændring af dagtilbudsloven og lov om en børne- og ungeydelse. (Obligatorisk læringstilbud til 1-årige børn i udsatte boligområder).,Om obligatorisk læringstilbud til 1-årige børn i udsatte boligområder.,"Formålet med lovforslaget er at sikre, at flere børn fra udsatte boligområder kommer i dagtilbud, som bl.a. kan understøtte deres dansksproglige kompetencer og generelle læringsparathed. Med lovforslaget indføres et nyt selvstændigt tilbud til 1-årige børn i udsatte boligområder, som ikke er optaget i en daginstitution. Tilbuddet vil blive benævnt obligatorisk læringstilbud og vil have en varighed af 25 timer om ugen. 

Som et led i det obligatoriske læringstilbud vil der blive iværksat målrettede forløb for børnene, som skal medvirke til særlig at styrke bl.a. børnenes dansksproglige kompetencer og introducere børnene til danske traditioner og demokratiske normer og værdier. Forældrene har pligt til at lade deres barn deltage i det obligatoriske læringstilbud og i de målrettede forløb. Lever forældrene ikke op til dette, skal kommunalbestyrelsen træffe afgørelse om standsning af børneydelsen. 

Lovforslaget udmønter dele af aftalen af 28. maj 2018 mellem regeringen, Socialdemokratiet og Dansk Folkeparti om obligatorisk læringstilbud til 1-årige i udsatte boligområder og skærpet straf til ledere for pligtforsømmelser, som er en del af regeringens samlede indsats mod parallelsamfund."
6796,195450,,1,2018-12-13 00:00:00,17,77301,3,L 8,"Forslag til lov om ændring af lov om social service, lov om socialtilsyn, lov om voksenansvar for anbragte børn og unge og ligningsloven. (Mere kvalitet i plejefamilier).",Om mere kvalitet i plejefamilier m.v.,"Lovforslaget har til formål at sikre mere kvalitet i plejefamilieanbringelser og samtidig medvirke til et kursskifte på området, der gør, at den indsats, børn i plejefamilier får, er tilstrækkelig tilpasset det enkelte barns konkrete behov.

Lovforslaget har følgende hovedelementer:
– Indførelse af nye plejefamilietyper.
– Afskaffelse af konkrete, godkendte plejefamilier.
– Intensiv støtte til plejefamilier i starten af anbringelsen.
– Mere ensartet godkendelse af plejefamilier og et nyt vidensbaseret grundkursus for plejefamilier.
– Skattefri dækning af netværksplejefamiliers øvrige omkostninger uden forevisning af dokumentation.

Lovforslaget udmønter dele af aftalen om ”Mere kvalitet i plejefamilier – en bedre opvækst for det anbragte barn” fra satspuljeaftalen for 2018-2021.

Loven træder i kraft den 1. juni 2019 "
6797,194927,,1,2018-12-13 00:00:00,17,77259,3,L 42,Forslag til lov om ændring af færdselsloven. (Klip i kørekortet for benyttelse af håndholdt teleudstyr og andre håndholdte kommunikationsapparater under kørsel m.v.).,Om klip i kørekortet for benyttelse af håndholdt teleudstyr og andre håndholdte kommunikationsapparater under kørsel m.v.,"Formålet er at gøre forbuddet mod brug af håndholdt mobiltelefon teknologineutralt, således at det fremover vil omfatte alt håndholdt teleudstyr og andre kommunikationsapparater. Den gældende færdselslov indeholder alene et direkte forbud mod brug af håndholdt mobiltelefon under kørsel. En overtrædelse af forbuddet straffes i dag med en bøde på 1.500 kr. for førere af motordrevne køretøjer og 1.000 kr. for ridende og cyklister. 

Endvidere skærper forslaget sanktionen for overtrædelse af forbuddet, således at det fremover – ud over bøden på 1.500 kr. - vil koste et klip i kørekortet. Det er forventningen, at borgerne vil have større respekt for forbuddet og dermed i højere grad efterleve det, hvis en overtrædelse kan få konsekvenser for førerretten. 

Med forslaget fastsætter transport-, bygnings- og boligministeren tidspunktet for lovens ikrafttræden.
"
6798,194914,,1,2018-12-13 00:00:00,17,77258,3,L 43,"Forslag til lov om ændring af lov om letbane på Ring 3 og lov om Metroselskabet I/S og Udviklingsselskabet By & Havn I/S. (Transport-, bygnings- og boligministerens udtræden af Hovedstadens Letbane I/S).","Om transport-, bygnings- og boligministerens udtræden af Hovedstadens Letbane I/S.","Med forslaget udtræder transport-, bygnings- og boligministeren af Hovedstadens Letbane I/S og ministerens oprindelige indskud på op til 1.777 mio. kr. (2013-priser) konverteres til et statsligt tilskud på op til samme beløb. Desuden justeres bestemmelserne om ledelsen af Hovedstadens Letbane I/S på baggrund af ministerens udtræden af selskabet. 

Forslaget er en udmøntning af en beslutning i den grønne forligskreds (Socialdemokratiet, Dansk Folkeparti, Venstre, Liberal Alliance, Det Radikale Venstre, Socialistisk Folkeparti og Det Konservative Folkeparti) den 22. februar 2018. 

Ifølge forslaget træder loven i kraft den 1. januar 2019."
6799,194875,,1,2018-12-13 00:00:00,17,77255,3,L 44,Forslag til lov om ændring af lov om trafikselskaber. (Overdragelse af statens praktiske trafikkøberansvar for øresundstogtrafikken til Skånetrafiken).,Om overdragelse af statens praktiske trafikkøberansvar for øresundstogtrafikken til Skånetrafiken.,"Forslaget bemyndiger transport-, bygnings- og boligministeren til at overdrage statens praktiske trafikkøberansvar af øresundstogtrafikken på den danske stats jernbanestrækning mellem Østerport Station og grænsen til Sverige på Øresundsforbindelsen til den svenske trafikkøber, Skånetrafikken. 

Lovforslaget er en opfølgning på aftalen om fremtidens togtrafik i hovedstadsområdet mellem regeringen (Venstre, Liberal Alliance og Det Konservative Folkeparti), Dansk Folkeparti og Radikale Venstre fra december 2017.
"
6800,194862,,1,2018-12-13 00:00:00,17,77254,3,L 45,Forslag til lov om ændring af jernbanelov. (Master til brug for mobil- og internetdækning i tog).,Om master til brug for mobil- og internetdækning i tog.,"Forslaget giver hjemmel til, at transport-, bygnings- og boligministeren ved ekspropriation kan erhverve de arealer og rettigheder, der er nødvendige for at kunne anlægge master og tekniske anlæg langs jernbanen til brug for mobil- og internetdækning i tog. 

Forslaget indeholder desuden hjemmel til, at transport-, bygnings- og boligministeren mod behørig dokumentation og uden retskendelse har adgang til en privat ejendom med henblik på at foretage de nødvendige forundersøgelser i forbindelse med anlæggelse af master og tekniske anlæg til brug for mobil- og internetdækning i tog. 

Den 14. januar 2014 indgik den daværende regering (Socialdemokratiet, Socialistisk Folkeparti og Det Radikale Venstre), Dansk Folkeparti, og Enhedslisten en aftale om en moderne jernbane - udmøntning af Togfonden DK -  hvor det bl.a. blev besluttet, at der skulle sikres god internetdækning i alle tog på statens jernbaneanlæg. 

Ifølge forslaget træder loven i kraft den 1. januar 2019.
"
6801,194849,,1,2018-12-13 00:00:00,17,77253,3,L 46,Forslag til lov om ændring af lov om en Cityring og lov om Metroselskabet I/S og Udviklingsselskabet By & Havn I/S. (Udvikling af området ved Ny Ellebjerg Station).,Om udvikling af området ved Ny Ellebjerg Station.,"Formålet med forslaget er at tilvejebringe det retlige grundlag for, at staten kan yde sit bidrag til merudgiften til nedgravningen af Ny Ellebjerg metrostation. 

Med forslaget gives transport-, bygnings- og boligministeren bemyndigelse til at overdrage byggeretten over statens baneareal ved Ny Ellebjerg Station til Metroselskabet I/S. Samtidig udvides Metroselskabet I/S' formålsbestemmelse, så selskabet får udtrykkelig hjemmel til at udnytte byggeretten, foretage udvikling af området og de fornødne ejendomsretlige dispositioner i relation hertil. 

Endelig får transport-, bygnings- og boligministeren mulighed for at anvende en række bestemmelser i lov om en Cityring og afskære klageadgangen efter en række love under den indledende del af arbejdet med udvikling af området ved Ny Ellebjerg Station. 

Forslaget er en delvis udmøntning af aftalen fra den 14. oktober 2016 mellem staten v. transport-, bygnings- og boligministeren, Københavns Kommune og Frederiksberg Kommune om finansiering af en underjordisk metrostation ved Ny Ellebjerg Station. 

Ifølge forslaget træder loven i kraft den 1. januar 2019."
6802,195970,,1,2018-12-13 00:00:00,17,77483,3,L 71,"Forslag til lov om ændring af lov om almene boliger m.v. og lov om
friplejeboliger. (Nedsættelse af grundkapital for almene boliger og kapitalindskud for friplejeboliger, differentieret grundkapital for almene familieboliger og udlejning af kommunalt ejede almene ældreboliger som almene ungdomsboliger).
",Om nedsættelse af grundkapital for almene boliger og kapitalindskud for friplejeboliger m.v.,"Forslaget nedsætter den kommunale grundkapital til almene boliger fra 14 til 10 pct. i 2019 og 2020 og nedsætter på tilsvarende måde friplejeboligleverandørers kapitalindskud til at opføre friplejeboliger. Forslaget differentierer desuden den kommunale grundkapital i 2019 og 2020 afhængigt af boligstørrelse. Endelig betyder forslaget, at almene ældreboliger i op til 10 år kan udlejes som almene ungdomsboliger ved udlejningsvanskeligheder. 

Med lovforslaget kan kommunerne og friplejeboligleverandører planlægge stabilt frem til udgangen af 2020. Formålet med forslaget er desuden at få flere mindre og billigere almene familieboliger og at løse de udlejningsvanskeligheder, som nogle kommuner oplever."
6803,194823,,1,2018-12-13 00:00:00,17,77251,3,L 52,"Forslag til lov om ændring af lov om beskyttelse af havmiljøet. (Bemyndigelse vedrørende offentliggørelse af navne på rederier, der overtræder reglerne om svovlindhold i skibsbrændstoffer).","Om offentliggørelse af navne på rederier, der overtræder reglerne om svovlindhold i skibsbrændstoffer.","Forslaget giver miljø- og fødevareministeren hjemmel til at offentliggøre navne på rederier, som overtræder visse svovlregler. Den foreslåede offentliggørelsesordning omfatter navnet på rederiet, navnet på skibet og dets flagstat, dato for udtagelse af olieprøve og overskridelsens størrelse samt den tilkendegivne bødestørrelse og den påståede overtrådte bestemmelse. 

Forslaget har til formål at skabe åbenhed om overtrædelser, som skader miljøet, sundheden og den lige konkurrence blandt rederierne. Samtidig vil det give ansvarlige og miljøbevidste virksomheder mulighed for at fravælge de rederier, der overtræder reglerne og forurener mere end konkurrenterne."
6804,194784,,1,2018-12-13 00:00:00,17,77248,3,L 54,Forslag til lov om ophævelse af en række love på Miljø- og Fødevareministeriets og Udenrigsministeriets områder.,Om ophævelse af en række love på Miljø- og Fødevareministeriets og Udenrigsministeriets områder.,"Forslaget ophæver en række regler, primært støtte- og tilskudslove, der er under afvikling, da der ikke længere stilles statsgarantier for lån, ydes lån eller gives tilsagn om tilskud i henhold til de pågældende love. Forslaget skal gøre det nemmere for borgere og virksomheder at orientere sig i lovgivningen på Miljø- og Fødevareministeriets og Udenrigsministeriets ressortområder og dermed få kendskab til deres rettigheder og pligter. Der foreslås også overgangsregler for bl.a. at sikre muligheden for at inddrive gæld og fremsætte krav om tilbagebetaling af ydet tilskud m.v. med henblik på at beskytte statskassen mod tab."
6805,196191,,1,2018-12-13 00:00:00,17,77581,3,L 82,Forslag til lov om ændring af lov om miljøbeskyttelse. (Obligatorisk digital kommunikation om rottebekæmpelse og autorisation hertil).,Om obligatorisk digital kommunikation om rottebekæmpelse og autorisation hertil.,Lovforslaget skaber hjemmel til at fastsætte regler om pligt til at anvende digital kommunikation i forbindelse med rottebekæmpelse. Dermed gør forslaget det muligt at effektivisere sagsbehandlingen i forbindelse med indberetninger om bekæmpelse af rotter og Miljøstyrelsens afgørelser om autorisation til bekæmpelse af rotter.
6806,198095,,1,2018-12-13 00:00:00,17,78125,3,L 55 A,Forslag til lov om ændring af lov om ændring af udlændingeloven. (Revision af reglerne om transportøransvar i forbindelse med midlertidig grænsekontrol ved indre Schengengrænser).,Om transportøransvar i forbindelse med midlertidig grænsekontrol ved indre Schengengrænser m.v.,"Lovforslaget ændrer revisionsbestemmelserne i lov nr. 1499 af 11. december 2015 om ændring af udlændingeloven vedrørende transportøransvar, således at muligheden for at iværksætte et transportøransvar opretholdes. Samtidig indsættes en ny revisionsbestemmelse, der pålægger ministeren at fremsætte forslag til revision af reglerne i folketingsåret 2023-2024. 
Lovforslaget er en deling af L 55 fremsat den 4. oktober 2018."
6807,198100,,1,2018-12-13 00:00:00,17,78126,3,L 55 B,Forslag til lov om ændring af udlændingeloven. (Justering af de supplerende overførte betingelser for ægtefællesammenføring).,Om justering af de supplerende overførte betingelser for ægtefællesammenføring.,"Lovforslaget justerer reglerne i udlændingelovens § 9, stk. 16, om supplerende betingelser ved ægtefællesammenføring, så man fremover skal opfylde et og ikke to af de supplerende betingelser. Ændringen laves for at afspejle regeringens (Venstre, Liberal Alliance og Det Konservative Folkeparti) aftale med Socialdemokratiet og Dansk Folkeparti fra februar 2018 om at skærpe de overførte betingelser ved ægtefællesammenføring, så de afspejlede reglerne for tidsubegrænset ophold. Ved en fejl var dette ikke korrekt udformet i lovforslag L 231, folketingsåret 2017-18 (jf. UUI alm. del – bilag 185 (folketingsåret 2017-18)).
Lovforslaget er en deling af L 55 fremsat den 4. oktober 2018."
6808,196269,,1,2018-12-13 00:00:00,17,77587,3,L 76,"Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats, lov om aktiv socialpolitik, lov om kommunal udligning og generelle tilskud til kommuner og lov om organisering og understøttelse af beskæftigelsesindsatsen m.v. (Forenkling af den økonomiske styring af beskæftigelsesindsatsen og bemyndigelse til at fastsætte nærmere regler, som supplerer EURES-forordningen).","Om forenkling af den økonomiske styring af  kommunernes beskæftigelsesindsats og bemyndigelse til at fastsætte nærmere regler, som supplerer EURES-forordningen.","Lovforslaget udmønter den del af aftalen om erhvervs- og iværksætterinitiativer, som omhandler forenkling af den økonomiske styring af beskæftigelsesindsatsen, som regeringen (Venstre, Liberal Alliance og Det Konservative Folkeparti), Dansk Folkeparti og Radikale Venstre indgik den 12. november 2017. 

Med forenklingen af den økonomiske styring af beskæftigelsesindsatsen afskaffes den statslige refusion og driftslofter vedrørende driftsudgifter til aktivering af modtagere af dagpenge, kontant- og uddannelseshjælp, integrationsydelse (personer, der ikke er omfattet af integrationsprogrammet), sygedagpenge og ledighedsydelse samt revalidender. 

Derudover indeholder lovforslaget en bemyndigelse til at fastsætte nærmere regler om et adgangssystem for andre aktører som følge af implementering af EURES-forordningen. Med bemyndigelsen kan der fastsættes regler om bl.a. at oprette et adgangssystem i Danmark for optagelse af andre aktører i EURES-netværket, herunder at Styrelsen for Arbejdsmarked og Rekruttering godkender andre aktører og følger deres aktiviteter."
6809,196295,,1,2018-12-13 00:00:00,17,77589,3,L 77,Forslag til lov om ændring af lov om aktiv socialpolitik og forskellige andre love. (Karantæneordning i ydelsessystemet for bandekriminelle m.v.).,Om karantæneordning i ydelsessystemet for bandekriminelle efter lov om aktiv socialpolitik m.v.,"Lovforslaget har til formål at indføre en 3-årig karantæneordning i ydelsessystemet for dømte bandekriminelle. Karantæneordningen indgår i aftalen om finansloven for 2018, som blev indgået mellem regeringen (Venstre, Liberal Alliance og Det Konservative Folkeparti) og Dansk Folkeparti. 

Karantæneordningen omfatter bandekriminelle, som ved endelig dom er idømt ubetinget fængselsstraf eller anden strafferetlig retsfølge af frihedsberøvende karakter for en overtrædelse, der er omfattet af straffelovens § 81 a, fordi lovovertrædelsen har baggrund i eller er egnet til at fremkalde en konflikt mellem grupper af personer, hvor der som led i konflikten anvendes skydevåben m.v. 

Karantæneordningen medfører, 

- at den dømte i en 3-årig karantæneperiode efter udstået straf højst vil kunne modtage en række forsørgelsesydelser på integrationsydelsesniveau, 

- at karantæneperioden på 3 år ikke medregnes ved beregning af optjening af retten til uddannelseshjælp eller kontanthjælp, og 

- at den dømte vil blive udelukket fra en række forsikringsbaserede ydelser i den 3-årige karantæneperiode.

Lovforslaget indeholder desuden ændringer i tilbagebetalingsreglerne i lov om aktiv socialpolitik. Den ene ændring betyder, at hvis borgeren vinder en klagesag og f.eks. har haft ret til sygedagpenge i stedet for kontanthjælp, skal opgørelsen af borgerens tilgodehavende ske inden skatteindeholdelsen for at sikre, at der ikke opstår uhensigtsmæssige tilbagebetalingskrav mod borgeren. Den anden ændring skal sikre, at personer, der modtager hjælp til boligindskud og fraflytter senere end 3 år efter tildelingen af hjælpen, ikke kan beholde et udbetalt indskud med henvisning til, at kommunens tilbagebetalingskrav er bortfaldet."
6810,197106,,1,2018-12-13 00:00:00,17,77798,3,L 92,Forslag til lov om ændring af lov om forhøjelse af hædersgaver. (Ekstraordinære hædersgaver).,Om ekstraordinære hædersgaver.,"Finansudvalget har ved aktstykke nr. 166 af 30. august 2018 tiltrådt regeringens ansøgning om at tildele en ekstraordinær hædersgave til besættelsestidens ofre i anledning af, at det er 75 år siden, at den danske regering gjorde op med samarbejdspolitikken med den tyske besættelsesmagt under anden verdenskrig. 

Med lovforslaget fastlægges de overordnede rammer for ekstraordinære hædersgaver, så det fremadrettet er fastlagt, at ekstraordinære hædersgaver tildeles i anledning af mærkedage for besættelsen, og at den begunstigede personkreds for ekstraordinære hædersgaver er afgrænset til tidligere modstandsfolk m.fl. og deres efterladte, som er berettigede til en ordinær hædersgave.

Med lovforslaget skabes der endvidere en udtrykkelig hjemmel til, at udbetalingen af både ordinære og ekstraordinære hædersgaver ikke medfører reduktion af indkomst- eller formueafhængige sociale ydelser. Ydermere vil lovforslaget sikre skattefrihed for alle ekstraordinære hædersgaver.

"
6811,194719,,1,2018-12-13 00:00:00,17,77243,3,L 67,"Forslag til lov om ændring af lov om dansk turisme og lov om Visitdenmark. (Ændringer af sammensætningen af Det Nationale Turismeforum, overflytning af turismeudviklingsselskaber til staten samt styrket koordination af international markedsføring).","Om ændringer af sammensætningen af Det Nationale Turismeforum, overflytning af turismeudviklingsselskaber til staten m.v.","Formålet med lovforslaget er at gennemføre en forenkling af den offentlige turismefremmeindsats med henblik på at understøtte stærke destinationer og bedre sammenhæng i turismefremmeindsatsen og en mere effektiv anvendelse af de offentlige turismefremmemidler. 

Lovforslaget følger sammen med det kommende forslag til en ny lov om erhvervsfremme op på aftalen om forenkling af erhvervsfremmesystemet mellem regeringen (Venstre, Liberal Alliance og Det Konservative Folkeparti) og Dansk Folkeparti fra maj 2018. Lovforslaget følger også op på Det Nationale Turismeforums anbefalinger til, hvordan de offentlige turismefremmemidler kan anvendes mere effektivt. 

Lovforslaget indeholder på baggrund af den politiske aftale, hvor det fremgår, at regionerne fremover ikke skal varetage egne turismefremmeaktiviteter, forslag til en række ændringer i sammensætningen af Det Nationale Turismeforum og i benævnelsen af turismeudviklingsselskaber, som overgår til staten. 

Lovforslaget skaber desuden hjemmel til fastsættelse af nærmere regler for koordination af international markedsføring med henblik på at kunne følge op på det arbejde om styrkelse af koordinationen af den internationale markedsføring, der sættes i gang som følge af den politiske aftale. 

Loven træder i kraft den 1. januar 2019."
6812,194732,,1,2018-12-13 00:00:00,17,77244,3,L 68,Forslag til lov om ændring af lov om administration af tilskud fra Den Europæiske Regionalfond og Den Europæiske Socialfond. (Ændringer af indstillingsretten af midler fra EU’s Regionalfond og Socialfond m.v.).,Om ændringer af indstillingsretten af midler fra EU’s Regionalfond og Socialfond m.v.,"Formålet med lovforslaget er at indarbejde administrationen af tilskud fra Den Europæiske Regionalfond og Den Europæiske Socialfond i det nye erhvervsfremmesystem. Lovforslaget følger således sammen med forslag til en ny erhvervsfremmelov (L 73) op på aftalen om forenkling af erhvervsfremmesystemet mellem regeringen (Venstre, Liberal Alliance og Det Konservative Folkeparti) og Dansk Folkeparti fra maj 2018.

Lovforslaget medfører, at regionerne ikke længere har adgang til at medfinansiere erhvervsfremmeaktiviteter, og at udmøntningen af midlerne fra Den Europæiske Regionalfond og Den Europæiske Socialfond overføres fra de regionale vækstfora til den nye Danmarks Erhvervsfremmebestyrelse.

Som følge af forslaget til en ny erhvervsfremmelov (L 73), der nedlægger Danmarks Vækstråd, indeholder lovforslaget desuden bestemmelser om, at Erhvervsfremmebestyrelsen overtager udmøntningen af de strukturfondsmidler, der hidtil har været udmøntet af erhvervsministeren efter høring af Danmarks Vækstråd. Regionerne beholder muligheden for at medfinansiere projekter om kvalificeret arbejdskraft under Den Europæiske Socialfond. 

Loven skal træde i kraft den 1. januar 2019."
6813,194758,,1,2018-12-13 00:00:00,17,77246,3,L 73,Forslag til lov om erhvervsfremme.,Om lov om erhvervsfremme.,"Formålet med lovforslaget er at skabe et bedre og mere enkelt erhvervsfremmesystem med fokus på kvalitet for iværksættere og virksomheder, så det i højere grad end i dag imødekommer virksomhedernes behov. 

Lovforslaget følger op på aftalen om forenkling af erhvervsfremmesystemet mellem regeringen (Venstre, Liberal Alliance og Det Konservative Folkeparti) og Dansk Folkeparti fra maj 2018. 

Lovforslaget reducerer de administrative niveauer med ansvar for erhvervsfremme fra tre til to: et decentralt niveau med stærk kommunal forankring og et statsligt niveau. Det betyder, at regionerne ikke skal varetage egen erhvervsfremmeindsats, herunder turisme. I stedet etableres Danmarks Erhvervsfremmebestyrelse, der skal sikre en sammenhængende, efterspørgselsdrevet og lokalt forankret indsats på tværs af landet. 

Kommunerne skal fortsat være det lokale omdrejningspunkt for virksomhederne, så de sammen med virksomheder kan udvikle en stærk lokal erhvervsfremmeindsats. De kommunale væksthuse omdannes til erhvervshuse, der skal være stærke kompetencecentre med specialiserede faglige kompetencer om virksomhedsdrift og -udvikling, som er nemt tilgængelige for alle virksomheder i hele landet. Ligeledes etableres en digital erhvervsfremmeplatform, der skal gøre information, service og ydelser i erhvervsfremmesystemet let tilgængeligt for virksomheder. 

Loven skal træde i kraft den 1. januar 2019."
6818,198612,,1,2018-12-18 00:00:00,17,78303,3,L 51 A,"Forslag til lov om ændring af lov om planlægning og
lov om maritim fysisk planlægning. (Planlægning i områder
belastet af lugt, støv eller anden luftforurening, helårsbeboelse
i sommerhuse på Læsø, ekspropriation til virkeliggørelse
af lokalplaner, havplanlægning for transportinfrastruktur
m.v.).",Om strategisk planlægning for landsbyer og andre ændringer i  lov om planlægning og lov om maritim fysisk planlægning.,"Lovforslaget forbedrer borgernes retsstilling ved ekspropriation efter planloven, ved at gennemsigtigheden i ekspropriationer efter planloven øges og der indføres en 5-årig solnedgangsklausul for lokalplaner som ekspropriationsgrundlag. Forslaget er en opfølgning på anbefalinger fra Ekspropriationsudvalget.

Yderligere forkorter lovforslaget solnedgangsklausulen for planlægning af sommerhusområder på baggrund af et landsplandirektiv fra 8 til 4 år. 

Lovforslaget giver derudover begrænset mulighed for dispensation til udlejning af sommerhuse til helårsbeboelse i sommerhusområder på Læsø.

Lovforslaget indebærer også, at transportinfrastruktur bliver en sektor, der obligatorisk skal planlægges for i havplanen. Lovforslaget skaber mulighed for, at havplanen kan undtages fra offentliggørelse i Lovtidende, hvilket vil betyde, at havplanen kan offentliggøres som et brugervenligt digitalt kort. 

Loven træder i kraft den 1. januar 2019."
6819,198618,,1,2018-12-18 00:00:00,17,78304,3,L 51 B,Forslag til lov om ændring af lov om planlægning. (Strategisk planlægning for landsbyer).,Om strategisk planlægning for landsbyer.,"Lovforslaget forpligter kommunerne til i kommuneplanlægningen at planlægge strategisk, så der tages sammenhængende stilling til muligheder for udvikling af landsbyer, og til at indarbejde retningslinjer for udviklingen af landsbyer. 

Lovforslaget er en opfølgning på anbefalingerne om planloven fra Udvalget for levedygtige landsbyer. 

Loven træder i kraft den 1. januar 2019."
6820,196178,,1,2018-12-18 00:00:00,17,77580,3,L 79,Forslag til lov om firmapensionskasser.,Om firmapensionskasser.,"Formålet med forslaget er at implementere Europa-Parlamentets og Rådets direktiv 2016/2341/EU af 14. december 2016 om arbejdsmarkedsrelaterede pensionskassers (IORP’ers) aktiviteter og tilsyn hermed (IORP II-direktivet). 

Forslaget etablerer en ny hovedlov for firmapensionskasserne, som viderefører en stor del af bestemmelserne fra den eksisterende lov. De primære justeringer implementerer direktivets skærpede krav til ledelse og styring af pensionskasserne og direktivets krav, som skal sikre medlemmerne klare og relevante oplysninger om deres pensionsordninger. Forslaget fjerner samtidig visse gældende danske krav til, hvordan firmapensionskasserne må investere deres penge, eksempelvis placerings- og spredningsregler, der i stedet erstattes af såkaldte prudent person-regler. 

Ud over at gennemføre de nye krav fra IORP II-direktivet viderefører forslaget de bestemmelser fra den gældende regulering, som er nødvendige for at sikre en god beskyttelse. Desuden fjerner forslaget en række krav, der i dag indebærer overimplementering i den eksisterende lov. 

Forslaget indeholder endelig aflønningsregler og krav om en whistleblowerordning i overensstemmelse med de brede politiske aftaler herom. 

Under behandlingen af lovforslaget stillede erhvervsministeren ændringsforslag, der indfører krav om, at bestyrelsen skal antage en ansvarshavende aktuar, der skal varetage de nødvendige forsikringstekniske funktioner, herunder beregninger og undersøgelser.

Loven skal træde i kraft den 13. januar 2019."
6821,195265,,1,2018-12-18 00:00:00,17,77285,3,L 27,Forslag til lov om ændring af fondsbeskatningsloven og ligningsloven. (Mere robuste skatteregler for truster som opfølgning på Skattelovrådets rapport).,Om mere robuste skatteregler for truster som opfølgning på Skattelovrådets rapport.,"Formålet med lovforslaget er at gøre reglerne vedrørende den skattemæssige behandling af truster mere robuste, bl.a. ved at skabe klar hjemmel til beskatning af dansk administrerede truster og ved at indføre tiltag, der skal forhindre mismatch, hvor trusten hverken beskattes i Danmark eller i et andet land. 

Lovforslaget er en opfølgning på aftalen om en styrket indsats mod international skatteunddragelse mellem alle Folketingets partier fra maj 2017 og Skattelovrådets rapport om truster."
6822,196441,,1,2018-12-18 00:00:00,17,77642,3,L 86,Forslag til lov om ændring af lov om afgift af elektricitet og lov om skattefri kompensation for forhøjede energi- og miljøafgifter. (Nedsættelse af elvarmeafgiften og den almindelige elafgift og fremrykning af reduktion af den grønne check).,Om nedsættelse af elvarmeafgiften og elafgiften og fremrykning af reduktion af den grønne check.,"Formålet med lovforslaget er at nedsætte elvarmeafgiften og den almindelige elafgift. Afgiftsnedsættelserne vil gøre det billigere at være dansker og medføre en betydelig samfundsøkonomisk gevinst. 

Lovforslaget har også til formål at udmønte det finansieringselement om fremrykning af reduktionen af den grønne check, som indgår i energiaftalen mellem alle Folketingets partier fra juni 2018."
6823,197093,,1,2018-12-18 00:00:00,17,77797,3,L 100,Forslag til lov om ændring af lov om spil og lov om afgifter af spil. (Justering af spilaftale).,Om justering af spilaftalen.,"Der foreslås en gebyrfinansiering af spillemyndighedens omkostninger forbundet med indsatsen mod spilafhængighed, herunder beskyttelse af spillere mod at udvikle spilafhængighed, bl.a. via oplysning, forebyggelse og oprettelse af en spilafhængighedshotline. 

Desuden foreslås der en indeksering af progressionsgrænserne for afgift af spil i landbaserede kasinoer og på gevinstgivende spilleautomater i spillehaller og restauranter. 

Lovforslaget har til formål at gennemføre dele af »Aftale om nye tiltag mod spilafhængighed og justering af spilaftale« indgået den 29. juni 2018 mellem regeringen (Venstre, Liberal Alliance og Det Konservative Folkeparti), Socialdemokratiet, Dansk Folkeparti, Radikale Venstre og Socialistisk Folkeparti. 

De øvrige dele af aftalen gennemføres ved ændringer af diverse bekendtgørelser på spilområdet og udstedelse af et adfærdskodeks udarbejdet i samarbejde med branchen."
6824,197066,,1,2018-12-18 00:00:00,17,77795,3,L 101,Forslag til investorfradragslov.,Om en investorfradragslov.,"Formålet med lovforslaget er at give visse små og mellemstore virksomheder, der befinder sig i en opstarts- eller vækstfase, lettere adgang til risikovillig kapital. 

Lovforslaget er en opfølgning på aftalen om erhvervs- og iværksætterinitiativer mellem regeringen (Venstre, Liberal Alliance og Det Konservative Folkeparti), Dansk Folkeparti og Radikale Venstre fra november 2017."
