afstemningid,sag_titel,sag_titel_en,dato
8132,"Forslag til lov om ændring af lov om Danmarks Innovationsfond, lov om Danmarks Forsknings- og Innovationspolitiske Råd og Danmarks Frie Forskningsfond og lov om Danmarks Grundforskningsfond. (Justering af Danmarks Innovationsfonds formål og opgaver, henlæggelse af særlige virkemidler til fonden og justering af bestyrelsens kompetencer m.v.).","Proposal for a law amending the Law on the Danish Innovation Foundation, the Law on the Danish Research and Innovation Policy Council and the Danish Free Research Fund and the Law on the Danish National Research Foundation. (Adjusting the objectives and tasks of the Danish Innovation Foundation, laying down special instruments for the Foundation and adjusting the Board's competences, etc.).",2021-05-20 00:00:00
8180,Forslag til lov om ændring af lov om bemyndigelse til midlertidig fravigelse af bestemmelser om fysisk fremmøde ved generalforsamling i virksomheders vedtægter eller tilsvarende aftaler i forbindelse med covid-19. (Bemyndigelse til midlertidig udskydelse af indsendelsesfristen for årsrapporter og fravigelse af visse bestemmelser i virksomheders vedtægter eller tilsvarende aftaler).,Proposal for a law amending the Law authorising temporary derogations from the provisions on physical attendance at the general meeting of the statutes of undertakings or similar agreements relating to the covid-19. (Authorisation to temporarily postpone submission of annual reports and derogations from certain provisions of the statutes of undertakings or similar agreements).,2021-05-11 00:00:00
8181,Forslag til lov om leverandørsikkerhed i den kritiske teleinfrastruktur.,Proposal for a law on the security of suppliers in the critical telecommunications infrastructure.,2021-05-27 00:00:00
8182,Forslag til lov om fondsmæglerselskaber og investeringsservice og -aktiviteter.,Proposal for a law on trust companies and investment services and activities.,2021-05-27 00:00:00
8183,"Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats, lov om organisering og understøttelse af beskæftigelsesindsatsen m.v., lov om aktiv socialpolitik, lov om social pension og lov om kompensation til handicappede i erhverv m.v. (Bedre ressourceforløb m.v.).","Proposal for a law amending the Act on Active Employment, the Law on Organisation and Support for Employment, etc., the Act on Active Social Policy, the Act on Social Pensions and the Act on Compensation for Disabled Persons in Occupations, etc. (Better Running of Resources, etc.).",2021-05-27 00:00:00
8184,Forslag til lov om ændring af toldloven. (Tilpasning af toldloven til EU’s moderniserede pengeforordning m.v.).,"Proposal for a law amending the Customs Code. (Adjustment of the Customs Code to the EU's modernised Money Regulation, etc.).",2021-05-27 00:00:00
8185,"Forslag til lov om ændring af lov om ændring af straffeloven, retsplejeloven, lov om konkurrence- og forbrugerforhold på telemarkedet, våbenloven, udleveringsloven samt lov om udlevering af lovovertrædere til Finland, Island, Norge og Sverige. (Ændring af revisionsbestemmelse).","Proposal for a law amending the Law amending the Criminal Code, the Code of Procedure, the Law on Competition and Consumer Relations in the Telecommunications Market, the Law on Arms, the Extradition Act and the Law on the Extradition of Violators to Finland, Iceland, Norway and Sweden (Amendment of the revision clause).",2021-05-27 00:00:00
8213,Forslag til lov om ændring af lov om rigsretten. (Øget offentlighed ved Rigsrettens offentlige forhandlinger ved transmission af lyd og billede).,Proposal for a law amending the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Public on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the Law on the,2021-06-01 00:00:00
8214,Forslag til lov om ændring af lov om rigsretten. (Offentlighed om hver dommers stemmeafgivning og begrundelse).,Draft law amending the Law on the Court of Justice.,2021-06-01 00:00:00
8215,"Forslag til lov om ændring af lov om realkreditlån og realkreditobligationer m.v., lov om finansiel virksomhed og lov om et skibsfinansieringsinstitut. (Gennemførelse af direktiv om udstedelse af og offentligt tilsyn med dækkede obligationer og fastsættelse af overdækningskrav m.v. på baggrund af kapitalkravsforordningen (CRR)).","Proposal for a law amending the law on mortgage loans and mortgage bonds etc., the law on financial activities and the law on a ship finance institution. (Implementation of the directive on the issue and public supervision of covered bonds and the setting of overdraft requirements, etc., in the light of the Capital Requirements Regulation (CRR)).",2021-06-01 00:00:00
8216,"Forslag til lov om ændring af lov om en garantifond for skadesforsikringsselskaber, lov om investeringsforeninger m.v., hvidvaskloven og forskellige andre love. (Øget investorbeskyttelse ved grænseoverskridende markedsføring af investeringer og styrket tilsyn med aktører på det digitale marked for finansielle ydelser m.v.).","Proposal for a law amending the law on a guarantee fund for non-life insurance companies, the law on investment funds, etc., the law on money laundering and various other laws. (Increased investor protection in cross-border marketing of investments and enhanced supervision of players in the digital market for financial services, etc.).",2021-06-01 00:00:00
8217,Forslag til lov om ændring af lov om restrukturering og afvikling af visse finansielle virksomheder og ligningsloven. (Oprettelse af gældsrådsgivningsenhed i Finansiel Stabilitet som følge af aftale om erstatning m.v. til minkavlerne og følgeerhverv berørt af covid-19).,Proposal for a law amending the Law on the restructuring and winding-up of certain financial undertakings and the law on equations.,2021-06-01 00:00:00
8218,Forslag til lov om ændring af lov om Danmarks Grønne Investeringsfond. (Etablering af Danmarks Grønne Fremtidsfond samt finansiering gennem statsligt genudlån).,Proposal for a law amending the Law on the Danish Green Investment Fund.,2021-06-01 00:00:00
8219,Forslag til lov om ændring af dødsboskatteloven og kildeskatteloven. (Indgreb mod skatteundgåelse ved overtagelse af virksomhed i virksomhedsordningen).,Proposal for a law amending the deathboat tax law and the withholding tax law. (Action against tax avoidance by taking over business under the corporate scheme).,2021-06-01 00:00:00
8220,"Forslag til lov om ændring af selskabsskatteloven og forskellige andre love. (EU-retlig tilpasning af foreningsbeskatningen, diverse justeringer af investeringsinstitutters beskatning, skattefritagelse af selvejende plejehjem og plejeboliger, forhøjelse af det skattefri bundfradrag for ydelser fra sociale fonde m.v., indberetning af udbytter af aktier m.v. registreret i en dansk værdipapircentral og kontoført af en udenlandsk kontofører og ændringer som følge af det midlertidige forbud mod hold af mink m.v.).   ","Proposal for a law amending the Corporate Tax Act and various other laws. (EU legal adjustment of the association tax, various adjustments to UCITS tax, tax exemption of self-employed nursing homes and nursing homes, increase of tax-free bottom allowance for benefits from social funds, etc., reporting of dividends on shares, etc. registered in a Danish CSD and account taken by a foreign account holder and changes resulting from the temporary ban on holding mink etc.).",2021-06-01 00:00:00
8221,Forslag til lov om indfødsrets meddelelse.,Draft law on the notification of citizenship.,2021-06-01 00:00:00
8222,"Forslag til lov om ændring af lov om almene boliger m.v., lov om leje af almene boliger og lov om leje. (Tidligere hårde ghettoområder, som er omfattet af en udviklingsplan).","Proposal for a law amending the General Housing Act, the General Housing Act and the Lease Act. (Previously hard ghetto areas covered by a development plan).",2021-06-01 00:00:00
8223,"Forslag til lov om ændring af lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed, lov om tobaksvarer m.v., lov om elektroniske cigaretter m.v. og forskellige andre love. (Ændring af journalføringsreglerne, reaktionsmulighed ved manglende betaling af registreringsgebyr på tatoveringsområdet og supplerende bestemmelser i tilknytning til markedsovervågningsforordningen samt lovtekniske ændringer i psykiatriloven og strålebeskyttelsesloven).","Proposal for a law amending the Law on the Authorisation of Health Careers and on Healthcare, Tobacco Products Act, Electronic Cigarettes Act, etc., and various other laws. (Amendment of the rules on record keeping, reaction to non-payment of registration fees in the field of tattoo, and additional provisions related to the Market Surveillance Regulation, as well as legal technical amendments to the Psychiatry Act and the Radiation Protection Act).",2021-06-01 00:00:00
8275,"Forslag til lov om ændring af straffeloven, lov om politiets virksomhed, retsplejeloven og udlændingeloven. (Forbud mod deltagelse i nattelivet, udvidet adgang til beslaglæggelse af værdigenstande og udvisning af udlændinge dømt for vanvidskørsel m.v.).","Proposal for a law amending the criminal code, law on police activities, the law on the administration of justice and the law on foreigners. (Objections against participation in nightlife, extended access to seizure of valuables and expulsion of foreigners convicted of driving madness, etc.).",2021-06-03 00:00:00
8281,Forslag til lov om politiets virksomhed. (Tryghedsskabende opholdsforbud).,Proposal for a law on police activities.,2021-06-03 00:00:00
8282,"Forslag til lov om ændring af retsplejeloven og forskellige andre love og om ophævelse af lov om udpantning og om udlæg uden grundlag af dom eller forlig. (Effektivisering af straffesagskæden, digital kommunikation i skiftesager, pligtig afgangsalder for dommerfuldmægtige m.v.).","Proposal for a law amending the Code of Criminal Procedure and various other laws and repealing the law on prac tice and non-conciliation. (Effectiveisation of criminal proceedings chain, digital communication in shift cases, compulsory retirement age of judges, etc.).",2021-06-03 00:00:00
8283,"Forslag til lov om ændring af retsplejeloven. (Øget brug
af telekommunikation med billede i retsmøder om visse foranstaltninger).",Proposal for a law amending the Code of Civil Procedure. (Increased use of telecommunications with a picture in court hearings on certain measures).,2021-06-03 00:00:00
8284,"Forslag til lov om ændring af retsplejeloven, lov om aktiv socialpolitik og forskellige andre love. (Nedsættelse af visse offentlige ydelser ved tiltaltes udeblivelse uden dokumenteret lovligt forfald).","Draft law amending the Code of Procedure, the Act on Active Social Policy and various other laws.",2021-06-03 00:00:00
8285,"Forslag til lov om ændring af retsplejeloven. (Nyt uafhængigt tilsyn med bevismidler, udvidelse af politiklageordningen og justering af ordningen med fartbøder til politiets personale i forbindelse med udrykningskørsel som led i tjenesten).","Draft law amending the Code of Procedure. (New independent supervision of evidence, extension of the system of police charges and adjustment of the system of speeding tickets for police personnel in the field of emergency services).",2021-06-03 00:00:00
8286,Forslag til lov om ændring af købeloven og lov om markedsføring. (Ændring af reglerne om forbrugerkøb som følge af implementering af varedirektivet og direktivet om digitalt indhold).,Proposal for a law amending the Law on Purchases and the Law on Marketing (Amendment of the rules on consumer purchases resulting from the implementation of the Goods Directive and the Digital Content Directive).,2021-06-03 00:00:00
8288,"Forslag til lov om ændring af lov om naturbeskyttelse, lov om skove, dyrevelfærdsloven, lov om mark- og vejfred og færdselsloven. (Adgang til at etablere naturnationalparker og obligatorisk digital kommunikation m.v.).","Proposal for a law amending the Law on Nature Conservation, Forests Act, Animal Welfare Act, Field and Road Peace Act and Road Traffic Act. (Access to the establishment of national parks and mandatory digital communication, etc.).",2021-06-03 00:00:00
8289,"Forslag til lov om ændring af lov om ophavsret. (Implementering af dele af direktiv om ophavsret og beslægtede rettigheder på det digitale indre marked og direktiv om regler for udøvelse af ophavsretten og beslægtede rettigheder, der gælder for visse af tv- og radioselskabernes onlinetransmissioner og retransmissioner af tv- og radioprogrammer m.v.).","Proposal for a law amending the law on copyright (Implementation of parts of the directive on copyright and related rights in the digital internal market and Directive on the rules for the exercise of copyright and related rights applicable to the online broadcasting and broadcasting of television and radio programmes, etc. by certain broadcasters).",2021-06-03 00:00:00
8324,"Forslag til lov om ændring af lov om inddrivelse af gæld til det offentlige, skatteforvaltningsloven og dødsboskatteloven.  (Ændringer med henblik på at understøtte overførsel af fordringer til nyt inddrivelsessystem, automatiseret modregning og håndtering af indbetalinger på gæld med retskrafttvivl eller mistanke om datafejl m.v.).","Proposal for a law amending the Law on the Recovery of Debts to the Government, the Tax Administration Act and the Deathboat Tax Act. (Amendments to support the transfer of claims to a new recovery system, automated offsetting and handling of debt payments with res judicata doubt or suspicion of data errors, etc.).",2021-06-04 00:00:00
8325,"Forslag til lov om ændring af lov om energiafgift af mineralolieprodukter m.v., spiritusafgiftsloven, momsloven og forskellige andre love. (Implementering af det omarbejdede cirkulationsdirektiv, direktivet om militær mobilitet og ændringer i alkoholstrukturdirektivet, justering af reglerne om adgang til virksomheders bevillings- og registreringsforhold, præcisering af bagatelgrænsereglen i en række afgiftslove, justering af momsreglerne for udlejningsvirksomheder og køreskolers salg af motorkøretøjer og tilpasning til EU-regler af tidspunktet for momsfradragsrettens indtræden m.v.).","Proposal for a law amending the law on energy taxes on petroleum products, etc., the Spirit Tax Act, the VAT Act and various other laws. (Implementation of the recast circulation directive, the directive on military mobility and changes in the alcohol structure directive, adjustment of the rules on access to company licensing and registration conditions, clarification of the de minimis rule in a number of tax laws, adjustment of the VAT rules for rental companies and vehicle sales by driving schools, and adaptation to EU rules on the date of entry of the VAT deduction etc.).",2021-06-04 00:00:00
8363,Forslag til lov om beskyttelse af whistleblowere.,Draft law on the protection of whistleblowers.,2021-06-24 00:00:00
8364,Forslag til lov om ændring af epidemiloven. (Overvågning af smitsomme sygdomme via spildevand).,Proposal for a law amending the Code on Epidemiology.,2021-06-24 00:00:00
8365,Forslag til lov om ændring af lov om arbejdsgiveres adgang til at pålægge lønmodtagere at blive testet for covid-19 m.v. og lov om udstationering af lønmodtagere m.v. (Udskydelse af solnedgangsklausul).,Proposal for a law amending the law on the right of employers to require employees to be tested for covid-19 etc. and the law on the posting of employees etc. (Exclusion of the sunset clause).,2021-06-24 00:00:00
8366,"Forslag til lov om ændring af lov om forebyggelse af smitte med covid-19, når arbejdsgivere stiller bolig til rådighed for ansatte, og lov om pligt til at sikre covid-19-test af tilrejsende arbejdskraft efter indrejse i Danmark. (Udskydelse af solnedgangsklausuler).",Proposal for a law amending the law on the prevention of infection by covid-19 when employers provide accommodation for employees and the law on the obligation to ensure the covid-19 test of incoming workers after entry into Denmark. (Exclusion of sunset clauses).,2021-06-24 00:00:00
8367,"Forslag til lov om ændring af lov om arbejdsløshedsforsikring m.v., lov om sygedagpenge og barselsloven. (Dagpengeret til selvstændige erhvervsdrivende uden forudgående medlemskab af en arbejdsløshedskasse, midlertidigt ophør af selvstændig virksomhed, forlængelse af den midlertidige periode med ret til sygedagpenge for lønmodtagere, der er i øget risiko ved smitte med covid-19, og for lønmodtagere, der er pårørende til personer, der er i øget risiko ved smitte med covid-19, og indførelse af periode, der kan ses bort fra ved vurdering af beskæftigelseskravet for ret til syge- og barselsdagpenge for selvstændige).","Proposal for a law amending the Law on unemployment insurance, etc., the Law on sickness benefit and the Law on maternity leave. (The right to cash benefits for selfemployed persons without prior membership of an unemployment fund, temporary cessation of selfemployed activities, extension of the temporary period of entitlement to sickness benefit for employees at increased risk of covid-19 and for employees who are relatives of persons at increased risk of covid-19 infection, and introduction of a period which may be disregarded when assessing the employment requirement for entitlement to sickness and maternity benefits for selfemployed persons).",2021-06-24 00:00:00
8368,Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats. (Særlig løntilskudsordning for langtidsledige seniorer).,Proposal for a law amending the Act on Active Employment. (Special wage subsidy scheme for longterm unemployed seniors).,2021-06-24 00:00:00
8375,Forslag til lov om fornyelse af overenskomster og aftaler for sygeplejersker.,Draft law on the renewal of agreements and agreements for nurses.,2021-08-27 00:00:00
8377,"Forslag til lov om ændring af lov om rentefrie lån svarende til angivet moms og lønsumsafgift og fremrykket udbetaling af skattekreditter m.v. i forbindelse med covid-19 og lov om midlertidig udskydelse af angivelses- og betalingsfrister m.v. på skatteområdet i forbindelse med covid-19. (Udskydelse af tilbagebetalingsfrister for låneordninger for moms, midlertidig forlængelse af maksimal varighed for betalingsordninger for skattekontoen og nedsættelse af beløbsgrænse for kreditsaldo på skattekontoen som følge af covid-19).","Proposal for a law amending the law on interest-free loans corresponding to declared VAT and payroll tax and accelerated payment of tax credits, etc. in connection with the covid-19 and the law on the temporary postponement of declaration and payment deadlines, etc. in the tax field in the context of the Covid-19. (Exclusion of payment deadlines for VAT credit schemes, temporary extension of maximum duration of payment arrangements for the tax account and reduction of credit balance on the tax account due to the covid-19).",2021-10-14 00:00:00
8382,Forslag til lov om ændring af lov om Digital Post fra offentlige afsendere. (Omstillingsperiode ved overgang til en ny digital post-løsning).,Proposal for a law amending the Digital Post Act from public senders. (Replacement period on transition to a new digital post solution).,2021-11-09 00:00:00
8383,Forslag til lov om ændring af lov om folkeskolen. (Frihedsgrader til håndtering af faglige udfordringer som følge af covid-19 hos elever i folkeskolen i skoleåret 2021/22).,Proposal for a law amending the Law on Primary School. (Freedom degrees for dealing with professional challenges arising from covid-19 with pupils in primary school in the school year 2021/22).,2021-11-09 00:00:00
8384,Forslag til lov om ændring af lov om social pension. (Særlig adgang til oplysninger fra Rigsarkivet for ansøgere af tidlig pension m.v.).,Draft law amending the Social Pensions Act. (Special access to information from the National Archives for applicants for early retirement etc.).,2021-11-09 00:00:00
8385,Forslag til lov om ændring af lov om dansk indfødsret. (Adgang for børn af dansksindede sydslesvigere til at blive danske statsborgere som biperson).,Draft law amending the law on Danish citizenship. (Access for children of Danish-minded Southern Schleswigers to become Danish citizens as a secondary).,2021-11-11 00:00:00
8386,"Forslag til lov om ændring af lov om dansk indfødsret og ophævelse af lov om indfødsretsprøven af 2015. (Afskaffelse af erklæringsadgangen for naturaliserede nordiske statsborgere mellem 18 og 23 år, spørgsmål om danske værdier i en indfødsretsprøve, bemyndigelse til at fastsætte nærmere regler om udveksling af håndtryk ved en grundlovsceremoni og forhøjelse af gebyret, der betales ved indgivelse af en ansøgning om dansk statsborgerskab ved naturalisation).","Proposal for a law amending the law on Danish citizenship and repealing the law on the citizenship test of 2015. (Delivering the declaration access for naturalised Nordic citizens between 18 and 23 years of age, questions about Danish values in a citizenship test, authorisation to lay down detailed rules on the exchange of handshakes at a constitutional ceremony and an increase in the fee paid when submitting an application for Danish citizenship by naturalisation).",2021-11-11 00:00:00
8387,"Forslag til lov om midlertidig opholdstilladelse til personer, der i Afghanistan har bistået danske myndigheder m.v. ","Proposal for a law on temporary residence permits for persons who have assisted Danish authorities in Afghanistan, etc.",2021-11-11 00:00:00
8388,Forslag til lov om Slots- og Kulturstyrelsens kontrol og tilsyn med covid-19-kompensationsordninger m.v. på Kulturministeriets område.,"Proposal for a law on the control and supervision of covid-19 compensation schemes, etc. in the field of the Ministry of Culture.",2021-11-11 00:00:00
8389,Forslag til lov om ændring af lov om midlertidige foranstaltninger på børne- og undervisningsområdet og folkehøjskoleområdet og for den frie folkeoplysende virksomhed til forebyggelse og afhjælpning i forbindelse med covid-19. (Forlængelse af lovens gyldighed).,Proposal for a law amending the law on temporary measures in the field of children's education and folk high school and for the free public awareness activities to prevent and remedy covid-19.,2021-11-11 00:00:00
8396,"Forslag til lov om ændring af lov om erhvervsuddannelser, lov om Arbejdsgivernes Uddannelsesbidrag og forskellige andre love. (Udmøntning af trepartsaftale om flere lærepladser og entydigt ansvar).","Proposal for a law amending the Law on Vocational Training, the Law on Employers' Educational Contributions and various other laws.",2021-11-23 00:00:00
8397,"Forslag til lov om ændring af lov om ændring af lov om folkeskolen, lov om friskoler og private grundskoler m.v., lov om social service og lov om en børne- og ungeydelse. (Udskydelse af revisionsbestemmelse).","Proposal for a law amending the Law amending the Law on Public Schools, the Law on Free Schools and Private Primary Schools, etc., the Law on Social Services and the Law on Child and Youth Benefits. (Exclusion of revision clause).",2021-11-23 00:00:00
8398,Forslag til lov om ændring af lov om de gymnasiale uddannelser. (Ophævelse af revisionsbestemmelse).,Proposal for a law amending the Law on upper secondary education.,2021-11-23 00:00:00
8399,Forslag til lov om ændring af lov om kommunale internationale grundskoler. (Ophævelse af revisionsbestemmelse).,Proposal for a law amending the Law on Municipal International Primary Schools.,2021-11-23 00:00:00
8401,Forslag til lov om ændring af byggeloven. (Bemyndigelse til fastsættelse af krav til bygningers klimapåvirkning m.v.).,"Proposal for a law amending the Building Act. (Authorisation to set requirements for the climate impact of buildings, etc.).",2021-11-23 00:00:00
8402,"Forslag til lov om ændring af lov om forbrugeraftaler og lov om aftaler og andre retshandler på formuerettens område. (Ændring af reglerne om forbrugeraftaler som følge af implementering af visse dele af direktivpakken New Deal for Consumers (moderniseringsdirektivet) og ændringer af forbrugerbeskyttende regler, der falder uden for implementering af moderniseringsdirektivet).",Proposal for a law amending the law on consumer contracts and the law on agreements and other legal acts in the field of property law (Amendment of the rules on consumer contracts resulting from the implementation of certain parts of the New Deal for Consumers Directive (Modernisation Directive) and amendments to consumer protection rules that fall outside the scope of the Modernisation Directive).,2021-11-23 00:00:00
8406,"Forslag til lov om ændring af lov om godkendelse og syn af køretøjer. (Godkendelse af køretøjer, der ikke er omfattet af typegodkendelsesforordningerne).",Proposal for a law amending the law on the approval and inspection of vehicles (approval of vehicles not covered by the type-approval regulations).,2021-11-25 00:00:00
8407,"Forslag til lov om arbejdsgiveres adgang til at pålægge lønmodtagere forevisning af coronapas, test for covid-19 m.v.","Proposal for a law on the right of employers to impose on employees the production of coronapas, tests for covid-19 etc.",2021-11-25 00:00:00
8408,Forslag til lov om gennemførelse af protokol om ændring af dobbeltbeskatningsoverenskomsten mellem Kongeriget Danmark og Ukraine.,Proposal for a law implementing the Protocol amending the Double Taxation Agreement between the Kingdom of Denmark and Ukraine.,2021-11-25 10:00:00
8409,Forslag til lov om gennemførelse af protokol til ændring af dobbeltbeskatningsoverenskomsten mellem Kongeriget Danmark og Forbundsrepublikken Tyskland.,Proposal for a law implementing the Protocol amending the Double Taxation Agreement between the Kingdom of Denmark and the Federal Republic of Germany.,2021-11-25 10:00:00
8410,"Forslag til lov om ændring af registreringsafgiftsloven, skatteforvaltningsloven, virksomhedsskatteloven og forskellige andre love. (Ændring af den skatte- og afgiftsmæssige behandling af ladestandere til køretøjer, stramning af leasingregler for køretøjer, indførelse af særlig procedure for partshøring ved værdifastsættelse af nye og brugte køretøjer m.v. og indførelse af solidarisk hæftelse for selvanmeldere m.v.)","Proposal for a Law amending the Registration Tax Act, the Tax Administration Act, the Business Tax Act and various other laws.",2021-11-25 10:00:00
8411,"Forslag til lov om ændring af skattekontrolloven og ligningsloven. (Kompetence til godkendelse af oplysningsskemaet m.v., lempelse af kravet om udarbejdelse af transfer pricing-dokumentation i visse rent danske situationer, justering af straffebestemmelsen om indgivelse af land for land-rapport, beskatning af lejeindtægter ved udlejning af helårsbolig og godkendelse af små patientforeninger for sjældne sygdomme som almenvelgørende foreninger m.v.).","Proposal for a law amending the Tax Control Act and the law on equations. (Competence for approval of the information document, etc., relaxation of the requirement for the preparation of transfer pricing documentation in certain purely Danish situations, adjustment of the penal provision on the submission of country-by-country reports, taxation of rental income by renting a full-year residence, and approval of small patient associations for rare diseases, general welfare associations, etc.).",2021-11-25 00:00:00
8412,Forslag til lov om ændring af skattekontrolloven. (Regnskabsføring i fremmed valuta for visse udenlandske kulbrinteskattepligtige).,Proposal for a law amending the Tax Control Act.,2021-11-25 00:00:00
8413,Forslag til lov om projektering og anlæg af en energiø i Nordsøen.,Proposal for a law on the design and construction of an energy island in the North Sea.,2021-11-25 00:00:00
8414,Forslag til lov om ændring af lov om klima. (Indikativt klimamål for 2025).,Proposal for a law amending the Climate Act. (Indicative Climate Goals for 2025).,2021-11-25 00:00:00
8415,Forslag til lov om ændring af lov om markedsføring. (Gennemførelse af ændringer i direktivet om urimelig handelspraksis og indførelse af regler om handelspraksis rettet mod børn og unge samt ny bødemodel m.v.).,"Proposal for a law amending the Law on Marketing. (Implementation of amendments to the Unfair Commercial Practices Directive and the introduction of rules on commercial practices for children and young people and new model of fines, etc.).",2021-11-25 00:00:00
8416,Forslag til lov om ændring af lov om anvendelsen af visse af Den Europæiske Unions retsakter om økonomiske forbindelser til tredjelande m.v. (Ophævelse af forbud mod teknisk bistand og indførelse af straffebestemmelse for ny kontrol med cyberovervågningsprodukter).,"Proposal for a law amending the law on the application of certain acts of the European Union relating to economic relations with third countries, etc. (Completion of the prohibition of technical assistance and introduction of criminal sanctions for new controls on cyber-monitoring products).",2021-11-30 00:00:00
8417,"Forslag til lov om ændring af lov om administration af tilskud fra Den Europæiske Regionalfond og Den Europæiske Socialfond og lov om erhvervsfremme. (Tilpasninger af reglerne om administration af EU-forordninger vedrørende Regionalfonden, Socialfonden Plus og Fonden for Retfærdig Omstilling m.v.).","Proposal for a law amending the law on the administration of grants from the European Regional Fund and the European Social Fund and the Law on business promotion. (Adjustments to the rules on the administration of EU regulations concerning the Regional Fund, the Social Fund Plus and the Fund for Fair Conversion etc.).",2021-11-30 00:00:00
8422,Forslag til lov om ændring af SU-loven og lov om statens voksenuddannelsesstøtte. (Ligestilling ved tildeling af ekstra SU i forbindelse med fødsel eller adoption m.v.).,Proposal for a law amending the S.U. Act and the Law on State Adult Training Aid. (Equal treatment in the award of extra SU in connection with birth or adoption etc.).,2021-12-02 00:00:00
8423,"Forslag til lov om ændring af taxiloven. (Dokumentationskrav til brug for tilsyn og med hensyn til danskkundskaber for chauffører, gebyrer og overenskomstkrav for tilladelser i henhold til tidligere gældende lov om taxikørsel m.v.).","Proposal for a law amending the Taxi Code. (Documentation requirements for supervision and for Danish know-how for drivers, fees and contractual requirements for permits under previously applicable taxi driving law etc.).",2021-12-02 00:00:00
8424,Forslag til lov om ændring af færdselsloven og lov om produkter og markedsovervågning. (Markedsovervågning på færdselsområdet m.v.).,"Proposal for a law amending the law on road traffic and the law on products and market surveillance. (Market monitoring in road traffic, etc.).",2021-12-02 00:00:00
8425,Forslag til lov om ændring af postloven. (Hjemmel til at sanktionere overtrædelse af indberetningsforpligtelser efter forordning om grænseoverskridende pakkeleveringstjenester).,Proposal for a law amending the Postal Code. (Home to sanction infringement of reporting obligations under regulation on cross-border parcel delivery services).,2021-12-02 00:00:00
8426,"Forslag til lov om ændring af jernbaneloven, lov om elektrificering af jernbanen og ligningsloven. (Fravigelse af støjkrav i forbindelse med jernbaneprojekter i særlige tilfælde og kompensation herfor).","Proposal for a law amending the Railway Act, Law on rail electrification and equations. (Derogation of noise requirements for railway projects in special cases and compensation for this).",2021-12-02 00:00:00
8427,Forslag til lov om ændring af lov om forsvarets personel. (Udvidelse af ordningen for supplerende ydelse for udsendt personel m.v.).,"Proposal for a law amending the law on defence personnel. (Enlargement of the supplementary allowance scheme for seconded personnel, etc.).",2021-12-02 00:00:00
8429,Forslag til lov om ændring af lov om forsøgsordning med medicinsk cannabis. (Permanent mulighed for dyrkning af cannabis m.v.).,Proposal for a law amending the law on experimental medical cannabis. (Permanent possibility of growing cannabis etc.).,2021-12-02 00:00:00
8431,Forslag til lov om ændring af lov om forsøgsordning med medicinsk cannabis. (Forlængelse af forsøgsordningen).,Proposal for a law amending the law on the experimental system of medical cannabis.,2021-12-02 00:00:00
8443,"Forslag til lov om ændring af lov om sygedagpenge og barselsloven. (Udvidet ret for arbejdsgiver til refusion og for selvstændige til sygedagpenge som følge af covid-19 samt ny midlertidig periode med ret til dagpenge ved pasning af børn som følge af covid-19).
 
",Proposal for a law amending the Law on sickness benefits and the Law on maternity leave. (Enlarged right for employers to reimbursement and for selfemployed persons to sickness benefit as a result of covid-19 and a new temporary period with entitlement to child care benefit as a result of covid-19).,2021-12-09 00:00:00
8444,"Forslag til lov om ændring af lov om retssikkerhed og administration på det sociale område, lov om social service og lov om bekæmpelse af ungdomskriminalitet. (Forenkling og præcisering af regler om finansiering, mellemkommunal refusion og satsregulering m.v.).","Proposal for a law amending the law on legal certainty and administration in the social field, the law on social services and the law on combating juvenile delinquency. (Simplification and clarification of rules on financing, inter-communal reimbursement and rate regulation, etc.).",2021-12-09 00:00:00
8445,Forslag til lov om ændring af lov om trossamfund uden for folkekirken. (Udskydelse af revisionsbestemmelse).,Draft law amending the law on religions outside the national church. (Exclusion of revision clause).,2021-12-09 00:00:00
